SI,ProductSale,PurchasePrice,Profit,date,weekday,weekend,Category,demand
1049,69.0,6.4,2.1665327,15-12-2016,1,0,3,311
1050,26.1,9.8,-3.9709305,16-12-2016,1,0,1,334
1051,26.1,9.8,-3.9709305,16-12-2016,1,0,2,361
1052,26.1,9.8,-3.9709305,16-12-2016,1,0,3,311
1053,68.0,6.5,-0.9820037,17-12-2016,0,1,1,334
1054,68.0,6.5,-0.9820037,17-12-2016,0,1,2,361
1055,68.0,6.5,-0.9820037,17-12-2016,0,1,3,311
1056,34.0,6.4,-0.8214878,18-12-2016,0,1,1,334
1057,34.0,6.4,-0.8214878,18-12-2016,0,1,2,361
1058,34.0,6.4,-0.8214878,18-12-2016,0,1,3,311
1059,48.0,7.4,5.3759811,19-12-2016,1,0,1,334
1060,48.0,7.4,5.3759811,19-12-2016,1,0,2,361
1061,48.0,7.4,5.3759811,19-12-2016,1,0,3,311
1062,40.9,8.5,6.7762114,20-12-2016,1,0,1,334
1063,40.9,8.5,6.7762114,20-12-2016,1,0,2,361
1064,40.9,8.5,6.7762114,20-12-2016,1,0,3,311
1065,53.9,7.1,2.4131513,21-12-2016,1,0,1,334
1066,53.9,7.1,2.4131513,21-12-2016,1,0,2,361
1067,53.9,7.1,2.4131513,21-12-2016,1,0,3,311
1068,8.4,8.0,3.2811393,22-12-2016,1,0,1,334
1069,8.4,8.0,3.2811393,22-12-2016,1,0,2,361
1070,8.4,8.0,3.2811393,22-12-2016,1,0,3,311
1071,38.6,8.8,-3.0980156,23-12-2016,1,0,1,334
1072,38.6,8.8,-3.0980156,23-12-2016,1,0,2,361
1073,38.6,8.8,-3.0980156,23-12-2016,1,0,3,311
1074,55.8,8.8,-2.7255606,24-12-2016,0,1,1,334
1075,55.8,8.8,-2.7255606,24-12-2016,0,1,2,361
1076,55.8,8.8,-2.7255606,24-12-2016,0,1,3,311
1077,42.1,9.6,2.2246037,25-12-2016,0,1,1,334
1078,42.1,9.6,2.2246037,25-12-2016,0,1,2,361
1079,42.1,9.6,2.2246037,25-12-2016,0,1,3,311
1080,62.4,8.5,2.2856366,26-12-2016,1,0,1,334
1081,62.4,8.5,2.2856366,26-12-2016,1,0,2,361
1082,62.4,8.5,2.2856366,26-12-2016,1,0,3,311
1083,13.8,6.6,-4.3314988,27-12-2016,1,0,1,334
1084,13.8,6.6,-4.3314988,27-12-2016,1,0,2,361
1085,13.8,6.6,-4.3314988,27-12-2016,1,0,3,311
1086,33.7,6.9,1.8201854,28-12-2016,1,0,1,334
1087,33.7,6.9,1.8201854,28-12-2016,1,0,2,361
1088,33.7,6.9,1.8201854,28-12-2016,1,0,3,311
1089,16.5,9.1,-3.3185936,29-12-2016,1,0,1,334
1090,16.5,9.1,-3.3185936,29-12-2016,1,0,2,361
1091,16.5,9.1,-3.3185936,29-12-2016,1,0,3,311
1092,57.6,7.7,-1.2763756,30-12-2016,1,0,1,334
1093,57.6,7.7,-1.2763756,30-12-2016,1,0,2,361
1094,57.6,7.7,-1.2763756,30-12-2016,1,0,3,311
1095,55.4,9.4,6.8563717,31-12-2016,0,1,1,334
1096,55.4,9.4,6.8563717,31-12-2016,0,1,2,361
1097,55.4,9.4,6.8563717,31-12-2016,0,1,3,311
1098,11.0,8.8,-0.9591508,01-01-2017,0,1,1,335
1099,11.0,8.8,-0.9591508,01-01-2017,0,1,2,339
1100,11.0,8.8,-0.9591508,01-01-2017,0,1,3,326
1101,67.7,8.3,2.682759,02-01-2017,1,0,1,335
1102,67.7,8.3,2.682759,02-01-2017,1,0,2,339
1103,67.7,8.3,2.682759,02-01-2017,1,0,3,326
1104,54.0,7.6,-4.2180816,03-01-2017,1,0,1,335
1105,54.0,7.6,-4.2180816,03-01-2017,1,0,2,339
1106,54.0,7.6,-4.2180816,03-01-2017,1,0,3,326
1107,16.7,9.6,3.1169418,04-01-2017,1,0,1,335
1108,16.7,9.6,3.1169418,04-01-2017,1,0,2,339
1109,16.7,9.6,3.1169418,04-01-2017,1,0,3,326
1110,13.8,9.8,4.3164583,05-01-2017,1,0,1,335
1111,13.8,9.8,4.3164583,05-01-2017,1,0,2,339
1112,13.8,9.8,4.3164583,05-01-2017,1,0,3,326
1113,54.2,8.9,5.7694309,06-01-2017,1,0,1,335
1114,54.2,8.9,5.7694309,06-01-2017,1,0,2,339
1115,54.2,8.9,5.7694309,06-01-2017,1,0,3,326
1116,22.9,9.1,-2.9789449,07-01-2017,0,1,1,335
1117,22.9,9.1,-2.9789449,07-01-2017,0,1,2,339
1118,22.9,9.1,-2.9789449,07-01-2017,0,1,3,326
1119,18.9,8.0,6.5997182,08-01-2017,0,1,1,335
1120,18.9,8.0,6.5997182,08-01-2017,0,1,2,339
1121,18.9,8.0,6.5997182,08-01-2017,0,1,3,326
1122,57.3,6.5,2.2895791,09-01-2017,1,0,1,335
1123,57.3,6.5,2.2895791,09-01-2017,1,0,2,339
1124,57.3,6.5,2.2895791,09-01-2017,1,0,3,326
1125,11.2,9.2,4.0122234,10-01-2017,1,0,1,335
1126,11.2,9.2,4.0122234,10-01-2017,1,0,2,339
1127,11.2,9.2,4.0122234,10-01-2017,1,0,3,326
1128,28.8,7.6,5.3853847,11-01-2017,1,0,1,335
1129,28.8,7.6,5.3853847,11-01-2017,1,0,2,339
1130,28.8,7.6,5.3853847,11-01-2017,1,0,3,326
1131,59.6,6.5,-0.0330068,12-01-2017,1,0,1,335
1132,59.6,6.5,-0.0330068,12-01-2017,1,0,2,339
1133,59.6,6.5,-0.0330068,12-01-2017,1,0,3,326
1134,18.9,8.8,1.6840263,13-01-2017,1,0,1,335
1135,18.9,8.8,1.6840263,13-01-2017,1,0,2,339
1136,18.9,8.8,1.6840263,13-01-2017,1,0,3,326
1137,32.1,6.8,5.2943447,14-01-2017,0,1,1,335
1138,32.1,6.8,5.2943447,14-01-2017,0,1,2,339
1139,32.1,6.8,5.2943447,14-01-2017,0,1,3,326
1140,11.9,8.7,2.1078037,15-01-2017,0,1,1,335
1141,11.9,8.7,2.1078037,15-01-2017,0,1,2,339
1142,11.9,8.7,2.1078037,15-01-2017,0,1,3,326
1143,35.7,8.3,4.7087889,16-01-2017,1,0,1,335
1144,35.7,8.3,4.7087889,16-01-2017,1,0,2,339
1145,35.7,8.3,4.7087889,16-01-2017,1,0,3,326
1146,43.8,9.6,-4.4016165,17-01-2017,1,0,1,335
1147,43.8,9.6,-4.4016165,17-01-2017,1,0,2,339
1148,43.8,9.6,-4.4016165,17-01-2017,1,0,3,326
1149,39.1,9.0,3.1350918,18-01-2017,1,0,1,335
1150,39.1,9.0,3.1350918,18-01-2017,1,0,2,339
1151,39.1,9.0,3.1350918,18-01-2017,1,0,3,326
1152,31.7,9.0,0.2012394,19-01-2017,1,0,1,335
1153,31.7,9.0,0.2012394,19-01-2017,1,0,2,339
1154,31.7,9.0,0.2012394,19-01-2017,1,0,3,326
1155,34.2,7.7,-1.9799057,20-01-2017,1,0,1,335
1156,34.2,7.7,-1.9799057,20-01-2017,1,0,2,339
1157,34.2,7.7,-1.9799057,20-01-2017,1,0,3,326
1158,48.0,7.5,-3.9791325,21-01-2017,0,1,1,335
1159,48.0,7.5,-3.9791325,21-01-2017,0,1,2,339
1160,48.0,7.5,-3.9791325,21-01-2017,0,1,3,326
1161,61.1,8.9,3.3909998,22-01-2017,0,1,1,335
1162,61.1,8.9,3.3909998,22-01-2017,0,1,2,339
1163,61.1,8.9,3.3909998,22-01-2017,0,1,3,326
1164,53.1,9.1,5.8239595,23-01-2017,1,0,1,335
1165,53.1,9.1,5.8239595,23-01-2017,1,0,2,339
1166,53.1,9.1,5.8239595,23-01-2017,1,0,3,326
1167,41.9,7.4,4.8035345,24-01-2017,1,0,1,335
1168,41.9,7.4,4.8035345,24-01-2017,1,0,2,339
1169,41.9,7.4,4.8035345,24-01-2017,1,0,3,326
1170,19.1,8.6,6.4366233,25-01-2017,1,0,1,335
1171,19.1,8.6,6.4366233,25-01-2017,1,0,2,339
1172,19.1,8.6,6.4366233,25-01-2017,1,0,3,326
1173,19.6,8.4,-3.7120442,26-01-2017,1,0,1,335
1174,19.6,8.4,-3.7120442,26-01-2017,1,0,2,339
1175,19.6,8.4,-3.7120442,26-01-2017,1,0,3,326
1176,20.3,6.0,6.0206508,27-01-2017,1,0,1,335
1177,20.3,6.0,6.0206508,27-01-2017,1,0,2,339
1178,20.3,6.0,6.0206508,27-01-2017,1,0,3,326
1179,26.5,9.0,2.501489,28-01-2017,0,1,1,335
1180,26.5,9.0,2.501489,28-01-2017,0,1,2,339
1181,26.5,9.0,2.501489,28-01-2017,0,1,3,326
1182,30.0,9.5,0.0176832,29-01-2017,0,1,1,335
1183,30.0,9.5,0.0176832,29-01-2017,0,1,2,339
1184,30.0,9.5,0.0176832,29-01-2017,0,1,3,326
1185,52.2,8.5,-4.3876345,30-01-2017,1,0,1,335
1186,52.2,8.5,-4.3876345,30-01-2017,1,0,2,339
1187,52.2,8.5,-4.3876345,30-01-2017,1,0,3,326
1188,8.0,7.7,6.6582198,31-01-2017,1,0,1,335
1189,8.0,7.7,6.6582198,31-01-2017,1,0,2,339
1190,8.0,7.7,6.6582198,31-01-2017,1,0,3,326
1191,7.0,7.2,-0.4083765,01-02-2017,1,0,1,346
1192,7.0,7.2,-0.4083765,01-02-2017,1,0,2,320
1193,7.0,7.2,-0.4083765,01-02-2017,1,0,3,339
1194,1.2,7.3,-1.6409848,02-02-2017,1,0,1,346
1195,1.2,7.3,-1.6409848,02-02-2017,1,0,2,320
1196,1.2,7.3,-1.6409848,02-02-2017,1,0,3,339
1197,52.3,8.4,4.431121,03-02-2017,1,0,1,346
1198,52.3,8.4,4.431121,03-02-2017,1,0,2,320
1199,52.3,8.4,4.431121,03-02-2017,1,0,3,339
1200,30.7,8.0,0.7675371,04-02-2017,0,1,1,346
1201,30.7,8.0,0.7675371,04-02-2017,0,1,2,320
1202,30.7,8.0,0.7675371,04-02-2017,0,1,3,339
1203,29.1,6.7,4.6067976,05-02-2017,0,1,1,346
1204,29.1,6.7,4.6067976,05-02-2017,0,1,2,320
1205,29.1,6.7,4.6067976,05-02-2017,0,1,3,339
1206,44.5,8.2,0.6223153,06-02-2017,1,0,1,346
1207,44.5,8.2,0.6223153,06-02-2017,1,0,2,320
1208,44.5,8.2,0.6223153,06-02-2017,1,0,3,339
1209,45.7,8.9,2.7910297,07-02-2017,1,0,1,346
1210,45.7,8.9,2.7910297,07-02-2017,1,0,2,320
1211,45.7,8.9,2.7910297,07-02-2017,1,0,3,339
1212,23.0,9.4,-0.4881527,08-02-2017,1,0,1,346
1213,23.0,9.4,-0.4881527,08-02-2017,1,0,2,320
1214,23.0,9.4,-0.4881527,08-02-2017,1,0,3,339
1215,29.5,6.7,-3.1545239,09-02-2017,1,0,1,346
1216,29.5,6.7,-3.1545239,09-02-2017,1,0,2,320
1217,29.5,6.7,-3.1545239,09-02-2017,1,0,3,339
1218,62.8,6.9,0.1773407,10-02-2017,1,0,1,346
1219,62.8,6.9,0.1773407,10-02-2017,1,0,2,320
1220,62.8,6.9,0.1773407,10-02-2017,1,0,3,339
1221,43.7,7.5,-2.3382519,11-02-2017,0,1,1,346
1222,43.7,7.5,-2.3382519,11-02-2017,0,1,2,320
1223,43.7,7.5,-2.3382519,11-02-2017,0,1,3,339
1224,19.3,6.7,2.4685855,12-02-2017,0,1,1,346
1225,19.3,6.7,2.4685855,12-02-2017,0,1,2,320
1226,19.3,6.7,2.4685855,12-02-2017,0,1,3,339
1227,15.9,6.2,-1.3474987,13-02-2017,1,0,1,346
1228,15.9,6.2,-1.3474987,13-02-2017,1,0,2,320
1229,15.9,6.2,-1.3474987,13-02-2017,1,0,3,339
1230,50.4,8.8,1.027412,14-02-2017,1,0,1,346
1231,50.4,8.8,1.027412,14-02-2017,1,0,2,320
1232,50.4,8.8,1.027412,14-02-2017,1,0,3,339
1233,39.9,7.5,-0.6943307,15-02-2017,1,0,1,346
1234,39.9,7.5,-0.6943307,15-02-2017,1,0,2,320
1235,39.9,7.5,-0.6943307,15-02-2017,1,0,3,339
1236,67.0,6.8,4.2203411,16-02-2017,1,0,1,346
1237,67.0,6.8,4.2203411,16-02-2017,1,0,2,320
1238,67.0,6.8,4.2203411,16-02-2017,1,0,3,339
1239,39.3,7.8,6.1058584,17-02-2017,1,0,1,346
1240,39.3,7.8,6.1058584,17-02-2017,1,0,2,320
1241,39.3,7.8,6.1058584,17-02-2017,1,0,3,339
1242,24.7,6.7,0.7554725,18-02-2017,0,1,1,346
1243,24.7,6.7,0.7554725,18-02-2017,0,1,2,320
1244,24.7,6.7,0.7554725,18-02-2017,0,1,3,339
1245,8.1,7.7,-4.3135404,19-02-2017,0,1,1,346
1246,8.1,7.7,-4.3135404,19-02-2017,0,1,2,320
1247,8.1,7.7,-4.3135404,19-02-2017,0,1,3,339
1248,41.8,8.7,-1.9785419,20-02-2017,1,0,1,346
1249,41.8,8.7,-1.9785419,20-02-2017,1,0,2,320
1250,41.8,8.7,-1.9785419,20-02-2017,1,0,3,339
1251,18.8,6.4,-0.8318913,21-02-2017,1,0,1,346
1252,18.8,6.4,-0.8318913,21-02-2017,1,0,2,320
1253,18.8,6.4,-0.8318913,21-02-2017,1,0,3,339
1254,41.1,8.6,-0.5675346,22-02-2017,1,0,1,346
1255,41.1,8.6,-0.5675346,22-02-2017,1,0,2,320
1256,41.1,8.6,-0.5675346,22-02-2017,1,0,3,339
1257,58.4,8.9,2.3192927,23-02-2017,1,0,1,346
1258,58.4,8.9,2.3192927,23-02-2017,1,0,2,320
1259,58.4,8.9,2.3192927,23-02-2017,1,0,3,339
1260,44.0,6.3,-0.7561859,24-02-2017,1,0,1,346
1261,44.0,6.3,-0.7561859,24-02-2017,1,0,2,320
1262,44.0,6.3,-0.7561859,24-02-2017,1,0,3,339
1263,52.1,7.2,-4.7780019,25-02-2017,0,1,1,346
1264,52.1,7.2,-4.7780019,25-02-2017,0,1,2,320
1265,52.1,7.2,-4.7780019,25-02-2017,0,1,3,339
1266,2.0,8.0,5.7904342,26-02-2017,0,1,1,346
1267,2.0,8.0,5.7904342,26-02-2017,0,1,2,320
1268,2.0,8.0,5.7904342,26-02-2017,0,1,3,339
1269,21.4,8.0,-1.5423934,27-02-2017,1,0,1,346
1270,21.4,8.0,-1.5423934,27-02-2017,1,0,2,320
1271,21.4,8.0,-1.5423934,27-02-2017,1,0,3,339
1272,23.8,6.8,-0.7492046,28-02-2017,1,0,1,346
1273,23.8,6.8,-0.7492046,28-02-2017,1,0,2,320
1274,23.8,6.8,-0.7492046,28-02-2017,1,0,3,339
1275,58.6,8.6,4.0895807,01-03-2017,1,0,1,342
1276,58.6,8.6,4.0895807,01-03-2017,1,0,2,391
1277,58.6,8.6,4.0895807,01-03-2017,1,0,3,377
1278,59.5,6.3,-4.1792303,02-03-2017,1,0,1,342
1279,59.5,6.3,-4.1792303,02-03-2017,1,0,2,391
1280,59.5,6.3,-4.1792303,02-03-2017,1,0,3,377
1281,62.8,6.9,1.8543468,03-03-2017,1,0,1,342
1282,62.8,6.9,1.8543468,03-03-2017,1,0,2,391
1283,62.8,6.9,1.8543468,03-03-2017,1,0,3,377
1284,56.7,7.3,3.8861446,04-03-2017,0,1,1,342
1285,56.7,7.3,3.8861446,04-03-2017,0,1,2,391
1286,56.7,7.3,3.8861446,04-03-2017,0,1,3,377
1287,31.9,6.3,4.223002,05-03-2017,0,1,1,342
1288,31.9,6.3,4.223002,05-03-2017,0,1,2,391
1289,31.9,6.3,4.223002,05-03-2017,0,1,3,377
1290,49.5,7.8,-0.0865019,06-03-2017,1,0,1,342
1291,49.5,7.8,-0.0865019,06-03-2017,1,0,2,391
1292,49.5,7.8,-0.0865019,06-03-2017,1,0,3,377
1293,59.2,8.5,3.1930181,07-03-2017,1,0,1,342
1294,59.2,8.5,3.1930181,07-03-2017,1,0,2,391
1295,59.2,8.5,3.1930181,07-03-2017,1,0,3,377
1296,27.8,7.3,4.7736443,08-03-2017,1,0,1,342
1297,27.8,7.3,4.7736443,08-03-2017,1,0,2,391
1298,27.8,7.3,4.7736443,08-03-2017,1,0,3,377
1299,54.0,7.1,-3.8544226,09-03-2017,1,0,1,342
1300,54.0,7.1,-3.8544226,09-03-2017,1,0,2,391
1301,54.0,7.1,-3.8544226,09-03-2017,1,0,3,377
1302,14.8,7.2,-3.4358442,10-03-2017,1,0,1,342
1303,14.8,7.2,-3.4358442,10-03-2017,1,0,2,391
1304,14.8,7.2,-3.4358442,10-03-2017,1,0,3,377
1305,32.4,8.2,-2.4866674,11-03-2017,0,1,1,342
1306,32.4,8.2,-2.4866674,11-03-2017,0,1,2,391
1307,32.4,8.2,-2.4866674,11-03-2017,0,1,3,377
1308,9.4,7.8,4.1487182,12-03-2017,0,1,1,342
1309,9.4,7.8,4.1487182,12-03-2017,0,1,2,391
1310,9.4,7.8,4.1487182,12-03-2017,0,1,3,377
1311,11.6,6.3,2.8058927,13-03-2017,1,0,1,342
1312,11.6,6.3,2.8058927,13-03-2017,1,0,2,391
1313,11.6,6.3,2.8058927,13-03-2017,1,0,3,377
1314,14.0,7.2,0.6879169,14-03-2017,1,0,1,342
1315,14.0,7.2,0.6879169,14-03-2017,1,0,2,391
1316,14.0,7.2,0.6879169,14-03-2017,1,0,3,377
1317,59.2,9.7,-2.9362433,15-03-2017,1,0,1,342
1318,59.2,9.7,-2.9362433,15-03-2017,1,0,2,391
1319,59.2,9.7,-2.9362433,15-03-2017,1,0,3,377
1320,0.1,7.5,3.5385991,16-03-2017,1,0,1,342
1321,0.1,7.5,3.5385991,16-03-2017,1,0,2,391
1322,0.1,7.5,3.5385991,16-03-2017,1,0,3,377
1323,30.6,6.2,1.6721004,17-03-2017,1,0,1,342
1324,30.6,6.2,1.6721004,17-03-2017,1,0,2,391
1325,30.6,6.2,1.6721004,17-03-2017,1,0,3,377
1326,58.4,6.6,-0.866345,18-03-2017,0,1,1,342
1327,58.4,6.6,-0.866345,18-03-2017,0,1,2,391
1328,58.4,6.6,-0.866345,18-03-2017,0,1,3,377
1329,58.5,7.3,6.1348028,19-03-2017,0,1,1,342
1330,58.5,7.3,6.1348028,19-03-2017,0,1,2,391
1331,58.5,7.3,6.1348028,19-03-2017,0,1,3,377
1332,41.5,7.8,6.7977024,20-03-2017,1,0,1,342
1333,41.5,7.8,6.7977024,20-03-2017,1,0,2,391
1334,41.5,7.8,6.7977024,20-03-2017,1,0,3,377
1335,15.6,9.4,-3.4252402,21-03-2017,1,0,1,342
1336,15.6,9.4,-3.4252402,21-03-2017,1,0,2,391
1337,15.6,9.4,-3.4252402,21-03-2017,1,0,3,377
1338,13.9,7.9,-2.916401,22-03-2017,1,0,1,342
1339,13.9,7.9,-2.916401,22-03-2017,1,0,2,391
1340,13.9,7.9,-2.916401,22-03-2017,1,0,3,377
1341,58.2,6.6,4.657137,23-03-2017,1,0,1,342
1342,58.2,6.6,4.657137,23-03-2017,1,0,2,391
1343,58.2,6.6,4.657137,23-03-2017,1,0,3,377
1344,12.6,6.3,-2.293396,24-03-2017,1,0,1,342
1345,12.6,6.3,-2.293396,24-03-2017,1,0,2,391
1346,12.6,6.3,-2.293396,24-03-2017,1,0,3,377
1347,1.4,9.2,2.2351357,25-03-2017,0,1,1,342
1348,1.4,9.2,2.2351357,25-03-2017,0,1,2,391
1349,1.4,9.2,2.2351357,25-03-2017,0,1,3,377
1350,36.1,7.5,6.6031398,26-03-2017,0,1,1,342
1351,36.1,7.5,6.6031398,26-03-2017,0,1,2,391
1352,36.1,7.5,6.6031398,26-03-2017,0,1,3,377
1353,24.1,8.3,1.8258312,27-03-2017,1,0,1,342
1354,24.1,8.3,1.8258312,27-03-2017,1,0,2,391
1355,24.1,8.3,1.8258312,27-03-2017,1,0,3,377
1356,54.4,8.1,1.8000525,28-03-2017,1,0,1,342
1357,54.4,8.1,1.8000525,28-03-2017,1,0,2,391
1358,54.4,8.1,1.8000525,28-03-2017,1,0,3,377
1359,58.7,8.2,3.6910758,29-03-2017,1,0,1,342
1360,58.7,8.2,3.6910758,29-03-2017,1,0,2,391
1361,58.7,8.2,3.6910758,29-03-2017,1,0,3,377
1362,22.1,7.7,-4.5502376,30-03-2017,1,0,1,342
1363,22.1,7.7,-4.5502376,30-03-2017,1,0,2,391
1364,22.1,7.7,-4.5502376,30-03-2017,1,0,3,377
1365,28.5,8.5,-4.410266,31-03-2017,1,0,1,342
1366,28.5,8.5,-4.410266,31-03-2017,1,0,2,391
1367,28.5,8.5,-4.410266,31-03-2017,1,0,3,377
1368,11.3,7.0,-4.1600916,01-04-2017,0,1,1,430
1369,11.3,7.0,-4.1600916,01-04-2017,0,1,2,411
1370,11.3,7.0,-4.1600916,01-04-2017,0,1,3,397
1371,42.7,8.0,-0.4396493,02-04-2017,0,1,1,430
1372,42.7,8.0,-0.4396493,02-04-2017,0,1,2,411
1373,42.7,8.0,-0.4396493,02-04-2017,0,1,3,397
1374,13.9,9.3,-3.7461449,03-04-2017,1,0,1,430
1375,13.9,9.3,-3.7461449,03-04-2017,1,0,2,411
1376,13.9,9.3,-3.7461449,03-04-2017,1,0,3,397
1377,63.9,9.7,2.2760393,04-04-2017,1,0,1,430
1378,63.9,9.7,2.2760393,04-04-2017,1,0,2,411
1379,63.9,9.7,2.2760393,04-04-2017,1,0,3,397
1380,12.1,6.8,5.7164955,05-04-2017,1,0,1,430
1381,12.1,6.8,5.7164955,05-04-2017,1,0,2,411
1382,12.1,6.8,5.7164955,05-04-2017,1,0,3,397
1383,0.6,8.9,3.9690988,06-04-2017,1,0,1,430
1384,0.6,8.9,3.9690988,06-04-2017,1,0,2,411
1385,0.6,8.9,3.9690988,06-04-2017,1,0,3,397
1386,1.4,7.3,3.8059496,07-04-2017,1,0,1,430
1387,1.4,7.3,3.8059496,07-04-2017,1,0,2,411
1388,1.4,7.3,3.8059496,07-04-2017,1,0,3,397
1389,29.0,9.4,-4.6212909,08-04-2017,0,1,1,430
1390,29.0,9.4,-4.6212909,08-04-2017,0,1,2,411
1391,29.0,9.4,-4.6212909,08-04-2017,0,1,3,397
1392,67.9,6.6,6.6306369,09-04-2017,0,1,1,430
1393,67.9,6.6,6.6306369,09-04-2017,0,1,2,411
1394,67.9,6.6,6.6306369,09-04-2017,0,1,3,397
1395,12.7,7.3,3.9422044,10-04-2017,1,0,1,430
1396,12.7,7.3,3.9422044,10-04-2017,1,0,2,411
1397,12.7,7.3,3.9422044,10-04-2017,1,0,3,397
1398,16.2,6.8,4.3693831,11-04-2017,1,0,1,430
1399,16.2,6.8,4.3693831,11-04-2017,1,0,2,411
1400,16.2,6.8,4.3693831,11-04-2017,1,0,3,397
1401,28.3,9.0,0.8554321,12-04-2017,1,0,1,430
1402,28.3,9.0,0.8554321,12-04-2017,1,0,2,411
1403,28.3,9.0,0.8554321,12-04-2017,1,0,3,397
1404,16.7,8.3,0.1336498,13-04-2017,1,0,1,430
1405,16.7,8.3,0.1336498,13-04-2017,1,0,2,411
1406,16.7,8.3,0.1336498,13-04-2017,1,0,3,397
1407,25.3,6.3,6.9231911,14-04-2017,1,0,1,430
1408,25.3,6.3,6.9231911,14-04-2017,1,0,2,411
1409,25.3,6.3,6.9231911,14-04-2017,1,0,3,397
1410,5.0,9.3,-3.6559572,15-04-2017,0,1,1,430
1411,5.0,9.3,-3.6559572,15-04-2017,0,1,2,411
1412,5.0,9.3,-3.6559572,15-04-2017,0,1,3,397
1413,33.0,6.0,3.7146044,16-04-2017,0,1,1,430
1414,33.0,6.0,3.7146044,16-04-2017,0,1,2,411
1415,33.0,6.0,3.7146044,16-04-2017,0,1,3,397
1416,37.2,7.1,-4.5673595,17-04-2017,1,0,1,430
1417,37.2,7.1,-4.5673595,17-04-2017,1,0,2,411
1418,37.2,7.1,-4.5673595,17-04-2017,1,0,3,397
1419,0.8,9.8,-0.5226379,18-04-2017,1,0,1,430
1420,0.8,9.8,-0.5226379,18-04-2017,1,0,2,411
1421,0.8,9.8,-0.5226379,18-04-2017,1,0,3,397
1422,13.4,9.7,3.3496333,19-04-2017,1,0,1,430
1423,13.4,9.7,3.3496333,19-04-2017,1,0,2,411
1424,13.4,9.7,3.3496333,19-04-2017,1,0,3,397
1425,44.2,7.9,1.3184006,20-04-2017,1,0,1,430
1426,44.2,7.9,1.3184006,20-04-2017,1,0,2,411
1427,44.2,7.9,1.3184006,20-04-2017,1,0,3,397
1428,55.3,7.5,-1.8928567,21-04-2017,1,0,1,430
1429,55.3,7.5,-1.8928567,21-04-2017,1,0,2,411
1430,55.3,7.5,-1.8928567,21-04-2017,1,0,3,397
1431,29.8,7.3,-1.5101657,22-04-2017,0,1,1,430
1432,29.8,7.3,-1.5101657,22-04-2017,0,1,2,411
1433,29.8,7.3,-1.5101657,22-04-2017,0,1,3,397
1434,60.1,8.7,-4.2169159,23-04-2017,0,1,1,430
1435,60.1,8.7,-4.2169159,23-04-2017,0,1,2,411
1436,60.1,8.7,-4.2169159,23-04-2017,0,1,3,397
1437,42.3,7.6,-4.5921446,24-04-2017,1,0,1,430
1438,42.3,7.6,-4.5921446,24-04-2017,1,0,2,411
1439,42.3,7.6,-4.5921446,24-04-2017,1,0,3,397
1440,25.8,6.5,1.6445786,25-04-2017,1,0,1,430
1441,25.8,6.5,1.6445786,25-04-2017,1,0,2,411
1442,25.8,6.5,1.6445786,25-04-2017,1,0,3,397
1443,57.2,7.9,-3.0755885,26-04-2017,1,0,1,430
1444,57.2,7.9,-3.0755885,26-04-2017,1,0,2,411
1445,57.2,7.9,-3.0755885,26-04-2017,1,0,3,397
1446,47.4,8.4,-0.8201055,27-04-2017,1,0,1,430
1447,47.4,8.4,-0.8201055,27-04-2017,1,0,2,411
1448,47.4,8.4,-0.8201055,27-04-2017,1,0,3,397
1449,32.3,8.2,4.6812433,28-04-2017,1,0,1,430
1450,32.3,8.2,4.6812433,28-04-2017,1,0,2,411
1451,32.3,8.2,4.6812433,28-04-2017,1,0,3,397
1452,22.6,7.3,2.5097875,29-04-2017,0,1,1,430
1453,22.6,7.3,2.5097875,29-04-2017,0,1,2,411
1454,22.6,7.3,2.5097875,29-04-2017,0,1,3,397
1455,6.0,7.7,6.6164368,30-04-2017,0,1,1,430
1456,6.0,7.7,6.6164368,30-04-2017,0,1,2,411
1457,6.0,7.7,6.6164368,30-04-2017,0,1,3,397
1458,30.8,9.7,4.4201601,01-05-2017,1,0,1,464
1459,30.8,9.7,4.4201601,01-05-2017,1,0,2,499
1460,30.8,9.7,4.4201601,01-05-2017,1,0,3,461
1461,44.4,8.3,1.4016644,02-05-2017,1,0,1,464
1462,44.4,8.3,1.4016644,02-05-2017,1,0,2,499
1463,44.4,8.3,1.4016644,02-05-2017,1,0,3,461
1464,63.8,6.7,3.4665328,03-05-2017,1,0,1,464
1465,63.8,6.7,3.4665328,03-05-2017,1,0,2,499
1466,63.8,6.7,3.4665328,03-05-2017,1,0,3,461
1467,7.7,8.7,6.6597907,04-05-2017,1,0,1,464
1468,7.7,8.7,6.6597907,04-05-2017,1,0,2,499
1469,7.7,8.7,6.6597907,04-05-2017,1,0,3,461
1470,52.6,9.5,-1.5421837,05-05-2017,1,0,1,464
1471,52.6,9.5,-1.5421837,05-05-2017,1,0,2,499
1472,52.6,9.5,-1.5421837,05-05-2017,1,0,3,461
1473,60.4,8.0,-0.77401,06-05-2017,0,1,1,464
1474,60.4,8.0,-0.77401,06-05-2017,0,1,2,499
1475,60.4,8.0,-0.77401,06-05-2017,0,1,3,461
1476,54.8,6.4,-4.2705194,07-05-2017,0,1,1,464
1477,54.8,6.4,-4.2705194,07-05-2017,0,1,2,499
1478,54.8,6.4,-4.2705194,07-05-2017,0,1,3,461
1479,8.3,8.6,-3.8166214,08-05-2017,1,0,1,464
